timestamp_iso,jobid,last_sync_epoch,now_epoch,age_seconds,state,fail_count
"2026-04-25T08:27:39Z","162-1",1777104907,1777105659,752,,0
"2026-04-25T08:27:50Z","162-0",1777104904,1777105670,766,,0
"2026-04-25T08:27:50Z","162-1",1777104907,1777105670,763,,0
"2026-04-25T08:28:01Z","162-0",1777104904,1777105681,777,,0
"2026-04-25T08:28:01Z","162-1",1777104907,1777105681,774,,0
"2026-04-25T08:28:11Z","162-0",1777104904,1777105691,787,,0
"2026-04-25T08:28:11Z","162-1",1777104907,1777105691,784,,0
"2026-04-25T08:28:22Z","162-0",1777104904,1777105702,798,,0
"2026-04-25T08:28:22Z","162-1",1777104907,1777105702,795,,0
"2026-04-25T08:28:33Z","162-0",1777104904,1777105713,809,,0
"2026-04-25T08:28:33Z","162-1",1777104907,1777105713,806,,0
